id,shape,carat,style,gold,image,image_filename,category
1,round,0.25,ring,rose,https://geer.in/cdn/shop/files/GJLR-001_R1.jpg?v=1750412031,1_GJLR-001_R1.jpg,ring
2,round,0.66,ring,rose,https://geer.in/cdn/shop/files/GJLR-049_R1.jpg?v=1750408611,2_GJLR-049_R1.jpg,ring
3,,0.29,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-117_R1.jpg?v=1750506042,3_GJLR-117_R1.jpg,ring
4,emerald,0.6,ring,rose,https://geer.in/cdn/shop/files/GJLR-002_R1.jpg?v=1750411978,4_GJLR-002_R1.jpg,ring
5,round,0.23,ring,rose,https://geer.in/cdn/shop/files/GJLR-084_R1.jpg?v=1750406726,5_GJLR-084_R1.jpg,ring
6,round,1.5,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-025_R1.jpg?v=1750410377,6_GJLR-025_R1.jpg,ring
7,round,0.42,ring,rose,https://geer.in/cdn/shop/files/GJLR-014_R1.jpg?v=1750411634,7_GJLR-014_R1.jpg,ring
1,round,0.25,ring,rose,https://geer.in/cdn/shop/files/GJLR-001_R1.jpg?v=1750412031,1_GJLR-001_R1.jpg,ring
2,round,0.66,ring,rose,https://geer.in/cdn/shop/files/GJLR-049_R1.jpg?v=1750408611,2_GJLR-049_R1.jpg,ring
8,round,1.0,solitaire,yellow,https://geer.in/cdn/shop/files/GJLR-005_Y1.jpg?v=1750239821,8_GJLR-005_Y1.jpg,ring
3,,0.29,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-117_R1.jpg?v=1750506042,3_GJLR-117_R1.jpg,ring
4,emerald,0.6,ring,rose,https://geer.in/cdn/shop/files/GJLR-002_R1.jpg?v=1750411978,4_GJLR-002_R1.jpg,ring
9,round,1.34,ring,white,https://geer.in/cdn/shop/files/GJLR-103_W1.jpg?v=1750401656,9_GJLR-103_W1.jpg,ring
10,round,0.32,ring,rose,https://geer.in/cdn/shop/files/GJLR-062_R1.jpg?v=1750408162,10_GJLR-062_R1.jpg,ring
5,round,0.23,ring,rose,https://geer.in/cdn/shop/files/GJLR-084_R1.jpg?v=1750406726,5_GJLR-084_R1.jpg,ring
6,round,1.5,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-025_R1.jpg?v=1750410377,6_GJLR-025_R1.jpg,ring
11,round,0.32,ring,rose,https://geer.in/cdn/shop/files/GJLR-043_R1.jpg?v=1750409676,11_GJLR-043_R1.jpg,ring
12,round,0.33,ring,rose,https://geer.in/cdn/shop/files/GJLR-048.jpg?v=1750408756,12_GJLR-048.jpg,ring
7,round,0.42,ring,rose,https://geer.in/cdn/shop/files/GJLR-014_R1.jpg?v=1750411634,7_GJLR-014_R1.jpg,ring
13,round,0.39,ring,rose,https://geer.in/cdn/shop/files/GJLR-045_R1.jpg?v=1750409126,13_GJLR-045_R1.jpg,ring
14,,0.26,ring,rose,https://geer.in/cdn/shop/files/GJLR-151_R1.jpg?v=1750401675,14_GJLR-151_R1.jpg,ring
8,round,1.0,solitaire,yellow,https://geer.in/cdn/shop/files/GJLR-005_Y1.jpg?v=1750239821,8_GJLR-005_Y1.jpg,ring
9,round,1.34,ring,white,https://geer.in/cdn/shop/files/GJLR-103_W1.jpg?v=1750401656,9_GJLR-103_W1.jpg,ring
10,round,0.32,ring,rose,https://geer.in/cdn/shop/files/GJLR-062_R1.jpg?v=1750408162,10_GJLR-062_R1.jpg,ring
15,,1.17,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-153_R1.jpg?v=1750401733,15_GJLR-153_R1.jpg,ring
11,round,0.32,ring,rose,https://geer.in/cdn/shop/files/GJLR-043_R1.jpg?v=1750409676,11_GJLR-043_R1.jpg,ring
12,round,0.33,ring,rose,https://geer.in/cdn/shop/files/GJLR-048.jpg?v=1750408756,12_GJLR-048.jpg,ring
16,round,1.37,halo,rose,https://geer.in/cdn/shop/files/GJLR-089_R1.jpg?v=1750331630,16_GJLR-089_R1.jpg,ring
13,round,0.39,ring,rose,https://geer.in/cdn/shop/files/GJLR-045_R1.jpg?v=1750409126,13_GJLR-045_R1.jpg,ring
14,,0.26,ring,rose,https://geer.in/cdn/shop/files/GJLR-151_R1.jpg?v=1750401675,14_GJLR-151_R1.jpg,ring
17,,1.05,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-161_R1.jpg?v=1750393174,17_GJLR-161_R1.jpg,ring
15,,1.17,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-153_R1.jpg?v=1750401733,15_GJLR-153_R1.jpg,ring
18,heart,0.86,ring,yellow,https://geer.in/cdn/shop/files/GJLR-178_Y1.jpg?v=1751616781,18_GJLR-178_Y1.jpg,ring
19,pear,1.98,ring,yellow,https://geer.in/cdn/shop/files/AILR-136_Y1_0fb172b1-cf2e-4307-b59b-80038c1ec31f.jpg?v=1751001111,19_AILR-136_Y1_0fb172b1-cf2e-4307-b59b-80038c1ec31f.jpg,ring
16,round,1.37,halo,rose,https://geer.in/cdn/shop/files/GJLR-089_R1.jpg?v=1750331630,16_GJLR-089_R1.jpg,ring
20,,2.05,solitaire,yellow,https://geer.in/cdn/shop/files/GJLR-152_Y1.jpg?v=1750236207,20_GJLR-152_Y1.jpg,ring
17,,1.05,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-161_R1.jpg?v=1750393174,17_GJLR-161_R1.jpg,ring
18,heart,0.86,ring,yellow,https://geer.in/cdn/shop/files/GJLR-178_Y1.jpg?v=1751616781,18_GJLR-178_Y1.jpg,ring
21,,1.02,eternity,rose,https://geer.in/cdn/shop/files/GJLR-210_R1.jpg?v=1750335773,21_GJLR-210_R1.jpg,ring
22,round,1.07,ring,rose,https://geer.in/cdn/shop/files/GJLR-189_R1.jpg?v=1750395192,22_GJLR-189_R1.jpg,ring
23,oval,1.49,ring,rose,https://geer.in/cdn/shop/files/GJLR-183_R1.jpg?v=1750398823,23_GJLR-183_R1.jpg,ring
24,round,0.24,solitaire,yellow,https://geer.in/cdn/shop/files/AIENR-062_Y1_ea540c76-d536-4fd4-a0f9-034eee439d92.jpg?v=1752144914,24_AIENR-062_Y1_ea540c76-d536-4fd4-a0f9-034eee439d92.jpg,ring
25,round,0.28,ring,yellow,https://geer.in/cdn/shop/files/AIENR-063_Y1_c48eeef3-65e8-4d2c-8e42-b25dca26eb2d.jpg?v=1752144892,25_AIENR-063_Y1_c48eeef3-65e8-4d2c-8e42-b25dca26eb2d.jpg,ring
26,oval,1.88,ring,rose,https://geer.in/cdn/shop/files/GJLR-173_R1.jpg?v=1750398931,26_GJLR-173_R1.jpg,ring
27,round,0.16,ring,yellow,https://geer.in/cdn/shop/files/AIENR-073RD_Y1_738250be-838b-4de1-91c9-32a30eb4a37d.jpg?v=1752144780,27_AIENR-073RD_Y1_738250be-838b-4de1-91c9-32a30eb4a37d.jpg,ring
28,emerald,0.5,solitaire,white,https://geer.in/cdn/shop/files/AIENR-165A_W1.jpg?v=1751623869,28_AIENR-165A_W1.jpg,ring
29,,2.07,solitaire,yellow,https://geer.in/cdn/shop/files/GJLR-097_Y1.jpg?v=1750235944,29_GJLR-097_Y1.jpg,ring
30,,1.51,ring,rose,https://geer.in/cdn/shop/files/GJLR-143_R1.jpg?v=1750400018,30_GJLR-143_R1.jpg,ring
31,asscher,3.3,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-113_R1.jpg?v=1750400130,31_GJLR-113_R1.jpg,ring
32,,0.33,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-154_R1_1ef331ee-715e-4a47-af0a-ac44190c0fb8.jpg?v=1750402090,32_GJLR-154_R1_1ef331ee-715e-4a47-af0a-ac44190c0fb8.jpg,ring
33,round,1.34,ring,rose,https://geer.in/cdn/shop/files/GJLR-147_R1.jpg?v=1750402120,33_GJLR-147_R1.jpg,ring
34,round,0.32,ring,rose,https://geer.in/cdn/shop/files/GJLR-055_R1.jpg?v=1750407122,34_GJLR-055_R1.jpg,ring
35,marquise,1.4,eternity,rose,https://geer.in/cdn/shop/files/GJLR-038_R1.jpg?v=1750409073,35_GJLR-038_R1.jpg,ring
36,round,2.73,ring,rose,https://geer.in/cdn/shop/files/GJLR-037_R1.jpg?v=1750409361,36_GJLR-037_R1.jpg,ring
37,marquise,0.87,ring,rose,https://geer.in/cdn/shop/files/GJLR-022.jpg?v=1750410535,37_GJLR-022.jpg,ring
38,round,0.35,ring,rose,https://geer.in/cdn/shop/files/GJLR-009_R1.jpg?v=1750411583,38_GJLR-009_R1.jpg,ring
39,,0.54,ring,white,https://geer.in/cdn/shop/files/GJLR-017.jpg?v=1750412085,39_GJLR-017.jpg,ring
40,round,0.54,solitaire,rose,https://geer.in/cdn/shop/files/AIENR-123RD_R1.jpg?v=1751623773,40_AIENR-123RD_R1.jpg,ring
41,round,0.5,ring,rose,https://geer.in/cdn/shop/files/AIENR-132_R1.jpg?v=1751623867,41_AIENR-132_R1.jpg,ring
42,round,0.15,ring,rose,https://geer.in/cdn/shop/files/AIENR-351RD_R1.jpg?v=1751624301,42_AIENR-351RD_R1.jpg,ring
43,pear,2.98,solitaire,white,https://geer.in/cdn/shop/files/AIENR-467_W1_9b5a9ef7-9b3a-4c63-9605-da6dec4fa04f.jpg?v=1751001286,43_AIENR-467_W1_9b5a9ef7-9b3a-4c63-9605-da6dec4fa04f.jpg,ring
44,,1.01,ring,rose,https://geer.in/cdn/shop/files/GJLR-228_R1.jpg?v=1751616768,44_GJLR-228_R1.jpg,ring
45,,1.04,ring,rose,https://geer.in/cdn/shop/files/GJLR-219_R1.jpg?v=1750332916,45_GJLR-219_R1.jpg,ring
46,marquise,0.55,ring,rose,https://geer.in/cdn/shop/files/GJLR-216_R1.jpg?v=1750333007,46_GJLR-216_R1.jpg,ring
47,marquise,0.69,ring,rose,https://geer.in/cdn/shop/files/GJLR-222_R1.jpg?v=1750333161,47_GJLR-222_R1.jpg,ring
48,princess,0.99,eternity,rose,https://geer.in/cdn/shop/files/GJLR-208_R1.jpg?v=1750333252,48_GJLR-208_R1.jpg,ring
49,pear,1.12,ring,rose,https://geer.in/cdn/shop/files/GJLR-224_R1.jpg?v=1750333437,49_GJLR-224_R1.jpg,ring
50,heart,1.31,halo,rose,https://geer.in/cdn/shop/files/GJLR-198_R1.jpg?v=1750333482,50_GJLR-198_R1.jpg,ring
51,emerald,1.18,chain,rose,https://geer.in/cdn/shop/files/GJLR-225_R1.jpg?v=1750333663,51_GJLR-225_R1.jpg,ring
52,,0.69,ring,yellow,https://geer.in/cdn/shop/files/GJLR-214_Y1.jpg?v=1750235490,52_GJLR-214_Y1.jpg,ring
53,oval,0.78,halo,rose,https://geer.in/cdn/shop/files/GJLR-209_R1_25fde876-e066-4757-9ff8-7e1529865737.jpg?v=1750335782,53_GJLR-209_R1_25fde876-e066-4757-9ff8-7e1529865737.jpg,ring
54,,2.31,ring,rose,https://geer.in/cdn/shop/files/GJLR-227_R1.jpg?v=1750335812,54_GJLR-227_R1.jpg,ring
55,oval,1.62,band,rose,https://geer.in/cdn/shop/files/GJLR-220_R1.jpg?v=1750335909,55_GJLR-220_R1.jpg,ring
56,,1.69,ring,rose,https://geer.in/cdn/shop/files/GJLR-226_R1.jpg?v=1750392427,56_GJLR-226_R1.jpg,ring
57,,0.53,ring,rose,https://geer.in/cdn/shop/files/GJLR-206_R1.jpg?v=1750392601,57_GJLR-206_R1.jpg,ring
58,,0.61,ring,yellow,https://geer.in/cdn/shop/files/GJLR-197_Y1.jpg?v=1750235586,58_GJLR-197_Y1.jpg,ring
59,round,0.23,eternity,white,https://geer.in/cdn/shop/files/AILR-182RD_W1.jpg?v=1751361685,59_AILR-182RD_W1.jpg,ring
60,,0.24,eternity,rose,https://geer.in/cdn/shop/files/AILR-042RD_R1_8eaf758e-eaeb-4d31-8f7e-7807fef44409.jpg?v=1752146363,60_AILR-042RD_R1_8eaf758e-eaeb-4d31-8f7e-7807fef44409.jpg,ring
61,,0.64,ring,rose,https://geer.in/cdn/shop/files/GJLR-179_R1.jpg?v=1750393048,61_GJLR-179_R1.jpg,ring
62,round,0.39,ring,yellow,https://geer.in/cdn/shop/files/AIENR-352RD_Y1.jpg?v=1751624302,62_AIENR-352RD_Y1.jpg,ring
63,round,0.25,ring,rose,https://geer.in/cdn/shop/files/AIENR-353RD_R1.jpg?v=1751624300,63_AIENR-353RD_R1.jpg,ring
64,heart,0.87,halo,rose,https://geer.in/cdn/shop/files/GJLR-175_R1.jpg?v=1750393137,64_GJLR-175_R1.jpg,ring
65,,1.55,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-162_R1.jpg?v=1750399695,65_GJLR-162_R1.jpg,ring
66,,1.2,ring,rose,https://geer.in/cdn/shop/files/GJLR-165_R1.jpg?v=1750399635,66_GJLR-165_R1.jpg,ring
67,heart,0.97,ring,rose,https://geer.in/cdn/shop/files/GJLR-177_R1.jpg?v=1750392843,67_GJLR-177_R1.jpg,ring
68,round,2.0,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-028_R1.jpg?v=1750410797,68_GJLR-028_R1.jpg,ring
69,pear,0.45,ring,yellow,https://geer.in/cdn/shop/files/GJLR-013.jpg?v=1750239792,69_GJLR-013.jpg,ring
70,heart,1.38,ring,rose,https://geer.in/cdn/shop/files/GJLR-190_R1.jpg?v=1750394359,70_GJLR-190_R1.jpg,ring
71,round,0.35,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-011_R1.jpg?v=1750411833,71_GJLR-011_R1.jpg,ring
72,radiant,0.75,solitaire,white,https://geer.in/cdn/shop/files/GJLR-003_W1.jpg?v=1750411868,72_GJLR-003_W1.jpg,ring
73,round,1.01,ring,yellow,https://geer.in/cdn/shop/files/GJLR-010_Y1.jpg?v=1750239868,73_GJLR-010_Y1.jpg,ring
74,,1.0,ring,rose,https://geer.in/cdn/shop/files/GJLR-185_R1.jpg?v=1750394422,74_GJLR-185_R1.jpg,ring
75,heart,0.94,ring,white,https://geer.in/cdn/shop/files/GJLR-174_W1.jpg?v=1750395133,75_GJLR-174_W1.jpg,ring
76,,1.38,ring,rose,https://geer.in/cdn/shop/files/GJLR-192_R1.jpg?v=1750395168,76_GJLR-192_R1.jpg,ring
77,heart,1.19,ring,rose,https://geer.in/cdn/shop/files/GJLR-176_R1.jpg?v=1750398575,77_GJLR-176_R1.jpg,ring
78,marquise,0.81,eternity,yellow,https://geer.in/cdn/shop/files/AILR-175MQ_Y1.jpg?v=1751359183,78_AILR-175MQ_Y1.jpg,ring
79,round,0.3,ring,rose,https://geer.in/cdn/shop/files/AILR-171_R1.jpg?v=1751358070,79_AILR-171_R1.jpg,ring
80,radiant,1.16,ring,rose,https://geer.in/cdn/shop/files/GJLR-166_R1.jpg?v=1750398780,80_GJLR-166_R1.jpg,ring
81,oval,0.64,ring,rose,https://geer.in/cdn/shop/files/GJLR-100_R1.jpg?v=1750399980,81_GJLR-100_R1.jpg,ring
82,heart,1.16,ring,rose,https://geer.in/cdn/shop/files/GJLR-180_R1.jpg?v=1750398856,82_GJLR-180_R1.jpg,ring
83,,0.25,eternity,rose,https://geer.in/cdn/shop/files/AILR-009_R1_0c42acf0-4335-43a1-9e4e-1205311bdaa3.jpg?v=1752146545,83_AILR-009_R1_0c42acf0-4335-43a1-9e4e-1205311bdaa3.jpg,ring
84,round,0.53,eternity,yellow,https://geer.in/cdn/shop/files/AILR-014RD_Y1_210ce433-1ad4-4af3-ba58-901899f9203e.jpg?v=1752146500,84_AILR-014RD_Y1_210ce433-1ad4-4af3-ba58-901899f9203e.jpg,ring
85,,0.3,ring,rose,https://geer.in/cdn/shop/files/GJLR-170_R1.jpg?v=1750398895,85_GJLR-170_R1.jpg,ring
86,heart,1.34,ring,yellow,https://geer.in/cdn/shop/files/GJLR-171_Y1.jpg?v=1750399465,86_GJLR-171_Y1.jpg,ring
87,oval,1.42,ring,rose,https://geer.in/cdn/shop/files/GJLR-158_R1.jpg?v=1750399746,87_GJLR-158_R1.jpg,ring
88,,1.14,ring,rose,https://geer.in/cdn/shop/files/GJLR-200_R1.jpg?v=1750392676,88_GJLR-200_R1.jpg,ring
89,round,1.44,ring,rose,https://geer.in/cdn/shop/files/GJLR-144_R1.jpg?v=1750399968,89_GJLR-144_R1.jpg,ring
90,,0.26,ring,yellow,https://geer.in/cdn/shop/files/GJLR-050_Y1_cd58543d-2fc3-424c-8ebc-435d5cd6727d.jpg?v=1750235986,90_GJLR-050_Y1_cd58543d-2fc3-424c-8ebc-435d5cd6727d.jpg,ring
91,,2.15,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-116_R1.jpg?v=1750400389,91_GJLR-116_R1.jpg,ring
92,emerald,1.26,ring,rose,https://geer.in/cdn/shop/files/GJLR-110_R1.jpg?v=1750400431,92_GJLR-110_R1.jpg,ring
93,princess,2.16,ring,rose,https://geer.in/cdn/shop/files/GJLR-142_R1.jpg?v=1750400487,93_GJLR-142_R1.jpg,ring
94,round,1.48,ring,yellow,https://geer.in/cdn/shop/files/GJLR-102_Y1.jpg?v=1750236078,94_GJLR-102_Y1.jpg,ring
95,,1.3,band,rose,https://geer.in/cdn/shop/files/GJLR-101_R1.jpg?v=1750401407,95_GJLR-101_R1.jpg,ring
96,pear,3.45,ring,rose,https://geer.in/cdn/shop/files/GJLR-120_R1.jpg?v=1750401439,96_GJLR-120_R1.jpg,ring
97,asscher,1.17,ring,rose,https://geer.in/cdn/shop/files/GJLR-111_R1.jpg?v=1750401600,97_GJLR-111_R1.jpg,ring
98,oval,1.12,ring,rose,https://geer.in/cdn/shop/files/GJLR-136_R1.jpg?v=1750401497,98_GJLR-136_R1.jpg,ring
99,,0.62,band,rose,https://geer.in/cdn/shop/files/GJLR-150_R1_aca37ee1-314b-4550-8551-670200a8c5f5.jpg?v=1750402047,99_GJLR-150_R1_aca37ee1-314b-4550-8551-670200a8c5f5.jpg,ring
100,,1.15,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-114_R1.jpg?v=1750401766,100_GJLR-114_R1.jpg,ring
101,,1.1,ring,rose,https://geer.in/cdn/shop/files/GJLR-131_R1.jpg?v=1750406093,101_GJLR-131_R1.jpg,ring
102,round,1.21,eternity,yellow,https://geer.in/cdn/shop/files/AILR-1487A_Y1.jpg?v=1752147148,102_AILR-1487A_Y1.jpg,ring
103,princess,1.56,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-095_R1.jpg?v=1750401807,103_GJLR-095_R1.jpg,ring
104,radiant,1.43,ring,rose,https://geer.in/cdn/shop/files/GJLR-105_R1.jpg?v=1750402021,104_GJLR-105_R1.jpg,ring
105,,1.06,ring,rose,https://geer.in/cdn/shop/files/GJLR-181_R1.jpg?v=1750393013,105_GJLR-181_R1.jpg,ring
106,,2.75,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-137_R1.jpg?v=1750402165,106_GJLR-137_R1.jpg,ring
107,cushion,1.6,ring,rose,https://geer.in/cdn/shop/files/GJLR-128_R1.jpg?v=1750402226,107_GJLR-128_R1.jpg,ring
108,emerald,1.1,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-145_R1.jpg?v=1750402260,108_GJLR-145_R1.jpg,ring
109,cushion,1.17,ring,rose,https://geer.in/cdn/shop/files/GJLR-132_R1.jpg?v=1750402288,109_GJLR-132_R1.jpg,ring
110,,0.64,ring,rose,https://geer.in/cdn/shop/files/GJLR-148_R1.jpg?v=1750402315,110_GJLR-148_R1.jpg,ring
111,heart,1.6,ring,yellow,https://geer.in/cdn/shop/files/GJLR-129_Y1.jpg?v=1750236336,111_GJLR-129_Y1.jpg,ring
112,round,1.16,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-140_R1.jpg?v=1750406063,112_GJLR-140_R1.jpg,ring
113,,1.5,ring,rose,https://geer.in/cdn/shop/files/GJLR-138_R1.jpg?v=1750406129,113_GJLR-138_R1.jpg,ring
114,marquise,1.27,eternity,yellow,https://geer.in/cdn/shop/files/AILR-1478A_Y1.jpg?v=1752147153,114_AILR-1478A_Y1.jpg,ring
115,,2.4,eternity,rose,https://geer.in/cdn/shop/files/AILR-1485_R1.jpg?v=1752147150,115_AILR-1485_R1.jpg,ring
116,,1.65,ring,rose,https://geer.in/cdn/shop/files/GJLR-199_R1.jpg?v=1750393078,116_GJLR-199_R1.jpg,ring
117,,1.3,band,rose,https://geer.in/cdn/shop/files/GJLR-135_R1.jpg?v=1750407835,117_GJLR-135_R1.jpg,ring
118,round,1.07,band,rose,https://geer.in/cdn/shop/files/GJLR-133_R1.jpg?v=1750406259,118_GJLR-133_R1.jpg,ring
119,,1.33,ring,rose,https://geer.in/cdn/shop/files/GJLR-184_R1.jpg?v=1750392944,119_GJLR-184_R1.jpg,ring
120,,0.52,ring,white,https://geer.in/cdn/shop/files/AIENR-077_W1.jpg?v=1751599925,120_AIENR-077_W1.jpg,ring
121,,1.0,halo,rose,https://geer.in/cdn/shop/files/AIENR-083RD_R1.jpg?v=1751639877,121_AIENR-083RD_R1.jpg,ring
122,,0.41,halo,white,https://geer.in/cdn/shop/files/AIENR-088RD_W1.jpg?v=1751640402,122_AIENR-088RD_W1.jpg,ring
123,,0.26,solitaire,yellow,https://geer.in/cdn/shop/files/AIENR-092_Y1.jpg?v=1751641149,123_AIENR-092_Y1.jpg,ring
124,,1.6,solitaire,yellow,https://geer.in/cdn/shop/files/GJLR-122_Y1.jpg?v=1750236403,124_GJLR-122_Y1.jpg,ring
125,round,0.58,halo,rose,https://geer.in/cdn/shop/files/GJLR-083_R1.jpg?v=1750406807,125_GJLR-083_R1.jpg,ring
126,round,0.5,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-065_R1.jpg?v=1751616759,126_GJLR-065_R1.jpg,ring
127,heart,1.17,ring,rose,https://geer.in/cdn/shop/files/GJLR-091_R1.jpg?v=1750406974,127_GJLR-091_R1.jpg,ring
128,round,0.73,ring,rose,https://geer.in/cdn/shop/files/GJLR-090_R1.jpg?v=1750406847,128_GJLR-090_R1.jpg,ring
129,round,1.42,halo,yellow,https://geer.in/cdn/shop/files/GJLR-082_Y1.jpg?v=1750239314,129_GJLR-082_Y1.jpg,ring
130,oval,0.53,ring,rose,https://geer.in/cdn/shop/files/GJLR-061_R1.jpg?v=1750408207,130_GJLR-061_R1.jpg,ring
131,round,1.19,halo,rose,https://geer.in/cdn/shop/files/GJLR-064_R1.jpg?v=1750407041,131_GJLR-064_R1.jpg,ring
132,round,0.75,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-060_R1.jpg?v=1750408282,132_GJLR-060_R1.jpg,ring
133,round,0.93,ring,rose,https://geer.in/cdn/shop/files/GJLR-058_R1.jpg?v=1750408402,133_GJLR-058_R1.jpg,ring
134,round,0.32,ring,rose,https://geer.in/cdn/shop/files/GJLR-054_R1.jpg?v=1750407180,134_GJLR-054_R1.jpg,ring
135,oval,0.47,ring,yellow,https://geer.in/cdn/shop/files/GJLR-063_Y1.jpg?v=1750239376,135_GJLR-063_Y1.jpg,ring
136,round,0.72,eternity,rose,https://geer.in/cdn/shop/files/GJLR-039_R1.jpg?v=1750408941,136_GJLR-039_R1.jpg,ring
137,round,0.4,ring,rose,https://geer.in/cdn/shop/files/GJLR-052_R1.jpg?v=1750408097,137_GJLR-052_R1.jpg,ring
138,heart,0.48,halo,yellow,https://geer.in/cdn/shop/files/GJLR-044_Y1.jpg?v=1750239527,138_GJLR-044_Y1.jpg,ring
139,round,0.38,ring,rose,https://geer.in/cdn/shop/files/GJLR-051_R1.jpg?v=1750506045,139_GJLR-051_R1.jpg,ring
140,princess,0.57,ring,rose,https://geer.in/cdn/shop/files/GJLR-046_R1.jpg?v=1751616756,140_GJLR-046_R1.jpg,ring
141,oval,2.02,three stone,rose,https://geer.in/cdn/shop/files/GJLR-034_R1.jpg?v=1750409459,141_GJLR-034_R1.jpg,ring
142,round,0.28,ring,yellow,https://geer.in/cdn/shop/files/GJLR-053_Y1.jpg?v=1750239422,142_GJLR-053_Y1.jpg,ring
143,marquise,0.75,ring,rose,https://geer.in/cdn/shop/files/GJLR-059_R1.jpg?v=1750408359,143_GJLR-059_R1.jpg,ring
144,pear,1.24,halo,rose,https://geer.in/cdn/shop/files/GJLR-057_R1.jpg?v=1750408648,144_GJLR-057_R1.jpg,ring
145,oval,1.5,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-030_R1_197ad169-ca1d-4630-866f-04559c314293.jpg?v=1750409805,145_GJLR-030_R1_197ad169-ca1d-4630-866f-04559c314293.jpg,ring
146,princess,0.8,ring,rose,https://geer.in/cdn/shop/files/GJLR-047_R1.jpg?v=1750408848,146_GJLR-047_R1.jpg,ring
147,round,0.25,ring,rose,https://geer.in/cdn/shop/files/GJLR-042_R1.jpg?v=1750409644,147_GJLR-042_R1.jpg,ring
148,oval,1.5,ring,rose,https://geer.in/cdn/shop/files/GJLR-040_R1.jpg?v=1750410088,148_GJLR-040_R1.jpg,ring
149,oval,2.24,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-026_R1.jpg?v=1750410342,149_GJLR-026_R1.jpg,ring
150,pear,1.4,three stone,white,https://geer.in/cdn/shop/files/GJLR-024_W1.jpg?v=1750410473,150_GJLR-024_W1.jpg,ring
151,oval,2.0,solitaire,rose,https://geer.in/cdn/shop/files/GJLR-029_R1_cba15b1a-b807-4427-8ad9-185e160c4bf0.jpg?v=1750410506,151_GJLR-029_R1_cba15b1a-b807-4427-8ad9-185e160c4bf0.jpg,ring
152,princess,0.8,ring,rose,https://geer.in/cdn/shop/files/GJLR-021_R1.jpg?v=1750410593,152_GJLR-021_R1.jpg,ring
153,pear,0.86,ring,rose,https://geer.in/cdn/shop/files/GJLR-020_R1.jpg?v=1750410629,153_GJLR-020_R1.jpg,ring
154,heart,1.15,halo,rose,https://geer.in/cdn/shop/files/GJLR-019_R1.jpg?v=1750410675,154_GJLR-019_R1.jpg,ring
155,round,0.4,ring,rose,https://geer.in/cdn/shop/files/GJLR-012_R1.jpg?v=1750411790,155_GJLR-012_R1.jpg,ring
156,emerald,1.0,ring,rose,https://geer.in/cdn/shop/files/AILR-944_R1.jpg?v=1751014695,156_AILR-944_R1.jpg,ring
157,emerald,1.02,ring,rose,https://geer.in/cdn/shop/files/AILR-1559_R1.jpg?v=1751020538,157_AILR-1559_R1.jpg,ring
158,pear,1.4,ring,rose,https://geer.in/cdn/shop/files/AILR-1798_R1.jpg?v=1752147145,158_AILR-1798_R1.jpg,ring
159,,0.77,ring,rose,https://geer.in/cdn/shop/files/AILR-1878_R1.jpg?v=1752147141,159_AILR-1878_R1.jpg,ring
160,,0.13,eternity,rose,https://geer.in/cdn/shop/files/AILR-006RD_R1_2b4d9a5f-efc4-43d9-bf3b-c0257ef8b50e.jpg?v=1752146569,160_AILR-006RD_R1_2b4d9a5f-efc4-43d9-bf3b-c0257ef8b50e.jpg,ring
161,round,0.29,ring,rose,https://geer.in/cdn/shop/files/AILR-131_R1.jpg?v=1751349890,161_AILR-131_R1.jpg,ring
162,pear,0.65,eternity,yellow,https://geer.in/cdn/shop/files/AILR-163_Y1.jpg?v=1751351349,162_AILR-163_Y1.jpg,ring
163,round,0.17,ring,rose,https://geer.in/cdn/shop/files/AILR-168ARD_R1.jpg?v=1751357510,163_AILR-168ARD_R1.jpg,ring
164,oval,0.81,ring,rose,https://geer.in/cdn/shop/files/AILR-011_R1_9657c339-30bd-4a92-8f7d-8974f3ef08a8.jpg?v=1752146521,164_AILR-011_R1_9657c339-30bd-4a92-8f7d-8974f3ef08a8.jpg,ring
165,round,0.21,ring,rose,https://geer.in/cdn/shop/files/AILR-016_R1_c0bc8553-4a21-4f3e-99ac-dc3b5edf3485.jpg?v=1752146474,165_AILR-016_R1_c0bc8553-4a21-4f3e-99ac-dc3b5edf3485.jpg,ring
